closed_time,symbol,direction,qty,entry_price,exit_price,pnl,pnl_pct,entry_time,exit_reason,score,tfs_agreed,mode,strategy,entry_order_type,entry_fee_usd,exit_fee_usd,fees_total_usd,net_pnl,net_pnl_pct
2026-04-27T08:48:34.389132,VXX,buy,5,29.78,0.0,0.0,0.0,2026-04-27T08:48:28.988274,stop_or_tp,59,0,paper,,,0.0,0.0,0.0,0.0,0.0
