symbol,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,qty,pnl,pnl_pct,score,tfs_agreed,reasoning,contract_symbol,strike,option_type,dte_entry,iv_rank,hv_entry,regime,regime_multiplier,dd_at_entry,cluster,gate_tags
SMCI,sell,2026-04-23T08:55:51,26.25,2026-04-23T09:58:13,0.0,closed,1,0.0,0.0,41.0,0,"V7.33 weekly K=26.00 PUT prem~$0.68 spread=16.3% regime=uptrend gates=SIZE_CUT,CTR_REG",SMCI260501P00026000,26.0,put,8,,,uptrend,0.5,13.97,SEMI,"SIZE_CUT,CTR_REG"
